m1260,北仲路,青岛,山东
m1261,泰山路,青岛,山东
m1262,威海路,青岛,山东
m1263,延安路,青岛,山东
m1264,利津路,青岛,山东
m1265,登州路,青岛,山东
m1266,华阳路,青岛,山东
m1267,黄台路,青岛,山东
m1268,辽宁路,青岛,山东
m1269,热河路,青岛,山东
m127,白山,白山,吉林
m1270,胶州路,青岛,山东
m1271,冠县路,青岛,山东
m1272,香港中路,青岛,山东
m1273,台东,青岛,山东
m1274,团岛,青岛,山东
m1275,金门路,青岛,山东
m1276,八大湖,青岛,山东
m1277,金湖路,青岛,山东
m1278,珠海路,青岛,山东
m1279,浮山,青岛,山东
m128,哈尔滨,哈尔滨,黑龙江
m1280,湛山,青岛,山东
m1281,八大关,青岛,山东
m1282,金口路,青岛,山东
m1283,江苏路,青岛,山东
m1284,观海路,青岛,山东
m1285,中山路,青岛,山东
m1286,云南路,青岛,山东
m1287,台西,青岛,山东
m1288,八大峡,青岛,山东
m1289,五峰山,济南,山东
m129,齐齐哈尔,齐齐哈尔,黑龙江
m1290,崮云湖,济南,山东
m1291,平安,济南,山东
m1292,文昌,济南,山东
m1293,仲宫,济南,山东
m1294,祝甸,济南,山东
m1295,山大北路,济南,山东
m1296,全福庄,济南,山东
m1297,清河北路,济南,山东
m1298,七里河,济南,山东
m1299,七里堡,济南,山东
m130,牡丹江,牡丹江,黑龙江
m1300,华山镇,济南,山东
m1301,柳埠镇,济南,山东
m1302,闵子骞路,济南,山东
m1303,经十东路,济南,山东
m1304,将军路,济南,山东
m1305,黄台南路,济南,山东
m1306,化纤厂路,济南,山东
m1307,花园路,济南,山东
m1308,盖家沟,济南,山东
m1309,工业北路,济南,山东
m131,佳木斯,佳木斯,黑龙江
m1310,二环东路北段,济南,山东
m1311,北园大街历城段,济南,山东
m1312,全福,济南,山东
m1313,东风,济南,山东
m1314,洪家楼,济南,山东
m1315,山大路,济南,山东
m1316,幸福街,济南,山东
m1317,市华联,济南,山东
m1318,刘长山路,济南,山东
m1319,腊山北路,济南,山东
m132,黑河,黑河,黑龙江
m1320,济齐路西段,济南,山东
m1321,机场西路,济南,山东
m1322,机床二厂路,济南,山东
m1323,经十西路,济南,山东
m1324,经七纬十二,济南,山东
m1325,经三路,济南,山东
m1326,二环西路,济南,山东
m1327,段店,济南,山东
m1328,八里桥,济南,山东
m1329,美里湖,济南,山东
m133,绥化,绥化,黑龙江
m1330,段店北路,济南,山东
m1331,张庄路,济南,山东
m1332,匡山,济南,山东
m1333,南辛庄,济南,山东
m1334,青年公园,济南,山东
m1335,五里沟,济南,山东
m1336,营市街,济南,山东
m1337,振兴街,济南,山东
m1338,中大槐树,济南,山东
m1339,西市场,济南,山东
m134,大庆,大庆,黑龙江
m1340,道德街,济南,山东
m1341,清河路,济南,山东
m1342,无影山西路,济南,山东
m1343,无影山东路,济南,山东
m1344,无影山路,济南,山东
m1345,三孔桥街,济南,山东
m1346,师范路,济南,山东
m1347,明湖西路,济南,山东
m1348,明湖北路,济南,山东
m1349,历山北路,济南,山东
m135,呼伦贝尔,呼伦贝尔,内蒙古
m1350,水屯路,济南,山东
m1351,聚贤街,济南,山东
m1352,济齐路,济南,山东
m1353,天成路,济南,山东
m1354,济泺路,济南,山东
m1355,凤凰山路,济南,山东
m1356,东工商河路,济南,山东
m1357,无影山北路,济南,山东
m1358,成丰桥,济南,山东
m1359,标山路,济南,山东
m136,呼和浩特,呼和浩特,内蒙古
m1360,无影山中路,济南,山东
m1361,泺口,济南,山东
m1362,北园,济南,山东
m1363,药山,济南,山东
m1364,无影山,济南,山东
m1365,天桥东街,济南,山东
m1366,工人新村南村,济南,山东
m1367,北坦街,济南,山东
m1368,宝华街,济南,山东
m1369,官扎营,济南,山东
m137,包头,包头,内蒙古
m1370,工人新村北村,济南,山东
m1371,纬北路,济南,山东
m1372,制锦市,济南,山东
m1373,堤口路,济南,山东
m1374,二环东路南段,济南,山东
m1375,东关大街,济南,山东
m1376,趵突泉北路,济南,山东
m1377,甸柳新村,济南,山东
m1378,燕子山路,济南,山东
m1379,文化西路,济南,山东
m138,乌海,乌海,内蒙古
m1380,山大南路,济南,山东
m1381,千佛山,济南,山东
m1382,明湖路,济南,山东
m1383,旅游路历下段,济南,山东
m1384,历山路,济南,山东
m1385,泺源大街,济南,山东
m1386,浆水泉路,济南,山东
m1387,经十路历下段,济南,山东
m1388,解放东路,济南,山东
m1389,黑虎泉西路,济南,山东
m139,乌兰察布,乌兰察布,内蒙古
m1390,环山路,济南,山东
m1391,和平路,济南,山东
m1392,文化东路,济南,山东
m1393,建筑新村,济南,山东
m1394,东关,济南,山东
m1395,东门,济南,山东
m1396,泉城路,济南,山东
m1397,趵突泉,济南,山东
m1398,司里街,济南,山东
m1399,解放路,济南,山东
m140,通辽,通辽,内蒙古
m1400,白马山,济南,山东
m1401,党家镇,济南,山东
m1402,十六里河,济南,山东
m1403,济微路,济南,山东
m1404,经一路,济南,山东
m1405,人民商场,济南,山东
m1406,二环南路,济南,山东
m1407,经十路中段,济南,山东
m1408,舜耕路,济南,山东
m1409,舜玉路,济南,山东
m141,赤峰,赤峰,内蒙古
m1410,玉函路,济南,山东
m1411,七里山,济南,山东
m1412,六里山,济南,山东
m1413,英雄山路,济南,山东
m1414,二七新村,济南,山东
m1415,郎茂山,济南,山东
m1416,建设路,济南,山东
m1417,王官庄,济南,山东
m1418,泺源,济南,山东
m1419,四里村,济南,山东
m142,鄂尔多斯,鄂尔多斯,内蒙古
m1420,岔路街,济南,山东
m1421,经七路,济南,山东
m1422,大观园,济南,山东
m1423,魏家庄,济南,山东
m1424,馆驿街,济南,山东
m1425,经二路,济南,山东
m1426,杆石桥,济南,山东
m1427,望亭,苏州,江苏
m1428,黄埭,苏州,江苏
m1429,阳澄湖,苏州,江苏
m143,巴彦淖尔,巴彦淖尔,内蒙古
m1430,渭塘,苏州,江苏
m1431,陆慕,苏州,江苏
m1432,北桥,苏州,江苏
m1433,黄桥,苏州,江苏
m1434,太平,苏州,江苏
m1435,元和,苏州,江苏
m1436,锦溪,昆山,江苏
m1437,千灯,昆山,江苏
m1438,周庄,昆山,江苏
m1439,张浦,昆山,江苏
m144,锡林郭勒,锡林郭勒,内蒙古
m1440,淀山湖,昆山,江苏
m1441,花桥,昆山,江苏
m1442,陆家,昆山,江苏
m1443,周市,昆山,江苏
m1444,巴城,昆山,江苏
m1445,玉山,昆山,江苏
m1446,光福,苏州,江苏
m1447,西山,苏州,江苏
m1448,东山,苏州,江苏
m1449,临湖,苏州,江苏
m145,兴安,兴安,内蒙古
m1450,胥口,苏州,江苏
m1451,甪直,苏州,江苏
m1452,开发区,苏州,江苏
m1453,木渎,苏州,江苏
m1454,香山,苏州,江苏
m1455,郭巷,苏州,江苏
m1456,横泾,苏州,江苏
m1457,越溪,苏州,江苏
m1458,城南,苏州,江苏
m1459,龙西,苏州,江苏
m146,阿拉善,阿拉善,内蒙古
m1460,长桥,苏州,江苏
m1461,苏苑,苏州,江苏
m1462,桃源,苏州,江苏
m1463,震泽,苏州,江苏
m1464,七都,苏州,江苏
m1465,横扇,苏州,江苏
m1466,平望,苏州,江苏
m1467,汾湖,苏州,江苏
m1468,同里,苏州,江苏
m1469,盛泽,苏州,江苏
m147,无锡,无锡,江苏
m1470,松陵,苏州,江苏
m1471,白洋湾,苏州,江苏
m1472,留园,苏州,江苏
m1473,彩香,苏州,江苏
m1474,虎丘,苏州,江苏
m1475,石路,苏州,江苏
m1476,友新,苏州,江苏
m1477,葑门,苏州,江苏
m1478,吴门桥,苏州,江苏
m1479,胥江,苏州,江苏
m148,镇江,镇江,江苏
m1480,南门,苏州,江苏
m1481,双塔,苏州,江苏
m1482,苏锦,苏州,江苏
m1483,观前,苏州,江苏
m1484,娄门,苏州,江苏
m1485,城北,苏州,江苏
m1486,桃花坞,苏州,江苏
m1487,平江,苏州,江苏
m1488,科技城,苏州,江苏
m1489,阳山,苏州,江苏
m149,苏州,苏州,江苏
m1490,东渚,苏州,江苏
m1491,通安,苏州,江苏
m1492,浒墅关,苏州,江苏
m1493,镇湖,苏州,江苏
m1494,枫桥,苏州,江苏
m1495,狮山,苏州,江苏
m1496,横塘,苏州,江苏
m1497,青剑湖,苏州,江苏
m1498,独墅湖,苏州,江苏
m1499,湖西,苏州,江苏
m150,南通,南通,江苏
m1500,湖东,苏州,江苏
m1501,胜浦,苏州,江苏
m1502,娄葑,苏州,江苏
m1503,湖父镇,无锡,江苏
m1504,丁蜀镇,无锡,江苏
m1505,芳桥镇,无锡,江苏
m1506,周铁镇,无锡,江苏
m1507,万石镇,无锡,江苏
m1508,高塍镇,无锡,江苏
m1509,和桥镇,无锡,江苏
m151,扬州,扬州,江苏
m1510,新建镇,无锡,江苏
m1511,杨巷镇,无锡,江苏
m1512,官林镇,无锡,江苏
m1513,徐舍镇,无锡,江苏
m1514,太华镇,无锡,江苏
m1515,西渚镇,无锡,江苏
m1516,张渚镇,无锡,江苏
m1517,新庄街道,无锡,江苏
m1518,新街街道,无锡,江苏
m1519,城北街道,无锡,江苏
m152,盐城,盐城,江苏
m1520,宜城街道,无锡,江苏
m1521,祝塘镇,无锡,江苏
m1522,顾山镇,无锡,江苏
m1523,长泾镇,无锡,江苏
m1524,新桥镇,无锡,江苏
m1525,周庄镇,无锡,江苏
m1526,华士镇,无锡,江苏
m1527,云亭镇,无锡,江苏
m1528,南闸镇,无锡,江苏
m1529,徐霞客镇,无锡,江苏
m153,徐州,徐州,江苏
m1530,青阳镇,无锡,江苏
m1531,月城镇,无锡,江苏
m1532,利港镇,无锡,江苏
m1533,璜土镇,无锡,江苏
m1534,申港街道,无锡,江苏
m1535,夏港街道,无锡,江苏
m1536,澄江街道,无锡,江苏
m1537,新安街道,无锡,江苏
m1538,鸿山镇,无锡,江苏
m1539,梅村镇,无锡,江苏
m154,淮安,淮安,江苏
m1540,江溪街道,无锡,江苏
m1541,旺庄街道,无锡,江苏
m1542,阳山镇,无锡,江苏
m1543,洛社镇,无锡,江苏
m1544,玉祁镇,无锡,江苏
m1545,前洲镇,无锡,江苏
m1546,钱桥街道,无锡,江苏
m1547,长安街道,无锡,江苏
m1548,堰桥街道,无锡,江苏
m1549,东港,无锡,江苏
m155,连云港,连云港,江苏
m1550,锡北,无锡,江苏
m1551,东北塘,无锡,江苏
m1552,鹅湖,无锡,江苏
m1553,羊尖,无锡,江苏
m1554,安镇,无锡,江苏
m1555,东亭,无锡,江苏
m1556,胡埭镇,无锡,江苏
m1557,马山镇,无锡,江苏
m1558,硕放街道,无锡,江苏
m1559,雪浪街道,无锡,江苏
m156,常州,常州,江苏
m1560,华庄,无锡,江苏
m1561,滨湖街道,无锡,江苏
m1562,太湖,无锡,江苏
m1563,蠡湖街道,无锡,江苏
m1564,蠡园,无锡,江苏
m1565,荣巷,无锡,江苏
m1566,河埒,无锡,江苏
m1567,山北,无锡,江苏
m1568,黄巷,无锡,江苏
m1569,惠山,无锡,江苏
m157,泰州,泰州,江苏
m1570,北大街街道,无锡,江苏
m1571,扬名街道,无锡,江苏
m1572,金匮街道,无锡,江苏
m1573,迎龙桥,无锡,江苏
m1574,金星,无锡,江苏
m1575,清名桥,无锡,江苏
m1576,南禅寺,无锡,江苏
m1577,广益街道,无锡,江苏
m1578,江海街道,无锡,江苏
m1579,上马墩街道,无锡,江苏
m158,宿迁,宿迁,江苏
m1580,广瑞路街道,无锡,江苏
m1581,通江,无锡,江苏
m1582,崇安寺街道,无锡,江苏
m1583,太平,哈尔滨,黑龙江
m1584,火车头,哈尔滨,黑龙江
m1585,三棵,哈尔滨,黑龙江
m1586,大有坊,哈尔滨,黑龙江
m1587,振江,哈尔滨,黑龙江
m1588,崇俭,哈尔滨,黑龙江
m1589,仁里,哈尔滨,黑龙江
m159,菏泽,菏泽,山东
m1590,南马,哈尔滨,黑龙江
m1591,滨江,哈尔滨,黑龙江
m1592,靖宇,哈尔滨,黑龙江
m1593,南市,哈尔滨,黑龙江
m1594,太古,哈尔滨,黑龙江
m1595,东莱,哈尔滨,黑龙江
m1596,东原,哈尔滨,黑龙江
m1597,胜利,哈尔滨,黑龙江
m1598,大兴,哈尔滨,黑龙江
m1599,对青山,哈尔滨,黑龙江
m160,济南,济南,山东
m1600,太阳岛,哈尔滨,黑龙江
m1601,新香坊,哈尔滨,黑龙江
m1602,铁东,哈尔滨,黑龙江
m1603,新成,哈尔滨,黑龙江
m1604,通天,哈尔滨,黑龙江
m1605,安埠,哈尔滨,黑龙江
m1606,红旗大街,哈尔滨,黑龙江
m1607,六顺,哈尔滨,黑龙江
m1608,香坊大街,哈尔滨,黑龙江
m1609,平新,哈尔滨,黑龙江
m161,青岛,青岛,山东
m1610,平房镇,哈尔滨,黑龙江
m1611,兴建,哈尔滨,黑龙江
m1612,新疆,哈尔滨,黑龙江
m1613,新伟,哈尔滨,黑龙江
m1614,联盟,哈尔滨,黑龙江
m1615,保国,哈尔滨,黑龙江
m1616,友协,哈尔滨,黑龙江
m1617,红旗,哈尔滨,黑龙江
m1618,新春,哈尔滨,黑龙江
m1619,先锋,哈尔滨,黑龙江
m162,淄博,淄博,山东
m1620,文化,哈尔滨,黑龙江
m1621,革新,哈尔滨,黑龙江
m1622,芦家,哈尔滨,黑龙江
m1623,奋斗,哈尔滨,黑龙江
m1624,荣市,哈尔滨,黑龙江
m1625,保健,哈尔滨,黑龙江
m1626,哈西,哈尔滨,黑龙江
m1627,和兴,哈尔滨,黑龙江
m1628,七政,哈尔滨,黑龙江
m1629,通达,哈尔滨,黑龙江
m163,德州,德州,山东
m1630,曲线,哈尔滨,黑龙江
m1631,花园,哈尔滨,黑龙江
m1632,松花江,哈尔滨,黑龙江
m1633,大成,哈尔滨,黑龙江
m1634,燎原,哈尔滨,黑龙江
m1635,通江,哈尔滨,黑龙江
m1636,工农,哈尔滨,黑龙江
m1637,新阳路,哈尔滨,黑龙江
m1638,兆麟,哈尔滨,黑龙江
m1639,经纬,哈尔滨,黑龙江
m164,烟台,烟台,山东
m1640,工程,哈尔滨,黑龙江
m1641,斯大林,哈尔滨,黑龙江
m1642,共乐,哈尔滨,黑龙江
m1643,安和,哈尔滨,黑龙江
m1644,建国,哈尔滨,黑龙江
m1645,正阳河,哈尔滨,黑龙江
m1646,尚志,哈尔滨,黑龙江
m1647,康安,哈尔滨,黑龙江
m1648,新华,哈尔滨,黑龙江
m1649,抚顺,哈尔滨,黑龙江
m165,潍坊,潍坊,山东
m1650,安静,哈尔滨,黑龙江
m1651,土顶,长春,吉林
m1652,鹿乡,长春,吉林
m1653,新安,长春,吉林
m1654,太平,长春,吉林
m1655,山河,长春,吉林
m1656,奢岭,长春,吉林
m1657,云山,长春,吉林
m1658,平湖,长春,吉林
m1659,弘海,长春,吉林
m166,济宁,济宁,山东
m1660,新竹,长春,吉林
m1661,景阳广场,长春,吉林
m1662,锦江,长春,吉林
m1663,西新,长春,吉林
m1664,中医院,长春,吉林
m1665,青龙路,长春,吉林
m1666,飞跃广场,长春,吉林
m1667,皓月大路,长春,吉林
m1668,和平大街,长春,吉林
m1669,西安桥外,长春,吉林
m167,威海,威海,山东
m1670,西安桥,长春,吉林
m1671,万福街,长春,吉林
m1672,辽阳街,长春,吉林
m1673,西安广场,长春,吉林
m1674,创业大街,长春,吉林
m1675,客车厂,长春,吉林
m1676,春草路,长春,吉林
m1677,青年路,长春,吉林
m1678,铁西,长春,吉林
m1679,锦程,长春,吉林
m168,临沂,临沂,山东
m1680,东风大街,长春,吉林
m1681,正阳街,长春,吉林
m1682,普阳街,长春,吉林
m1683,春城大街,长春,吉林
m1684,人民广场东,长春,吉林
m1685,雕塑公园,长春,吉林
m1686,净水路,长春,吉林
m1687,东岭街,长春,吉林
m1688,珲春街,长春,吉林
m1689,幸福街,长春,吉林
m169,滨州,滨州,山东
m1690,文昌路,长春,吉林
m1691,体育场,长春,吉林
m1692,东天街,长春,吉林
m1693,三马路,长春,吉林
m1694,通化路,长春,吉林
m1695,二马路,长春,吉林
m1696,树勋街,长春,吉林
m1697,平治街,长春,吉林
m1698,南关客运站,长春,吉林
m1699,动植物公园,长春,吉林
m170,东营,东营,山东
m1700,上海路,长春,吉林
m1701,西四道街,长春,吉林
m1702,东大桥,长春,吉林
m1703,四道街,长春,吉林
m1704,解放大路,长春,吉林
m1705,东南湖大路,长春,吉林
m1706,隆礼路,长春,吉林
m1707,东岭南街,长春,吉林
m1708,岳阳街,长春,吉林
m1709,平阳街,长春,吉林
m171,阜阳,阜阳,安徽
m1710,自由大路,长春,吉林
m1711,南街,长春,吉林
m1712,东方广场,长春,吉林
m1713,八里堡,长春,吉林
m1714,远达,长春,吉林
m1715,东站,长春,吉林
m1716,吉林,长春,吉林
m1717,荣光,长春,吉林
m1718,东盛,长春,吉林
m1719,和顺,长春,吉林
m172,合肥,合肥,安徽
m1720,华正,长春,吉林
m1721,太阳城,长春,吉林
m1722,光复路,长春,吉林
m1723,辽宁路,长春,吉林
m1724,贵阳街,长春,吉林
m1725,天光路,长春,吉林
m1726,黑水路,长春,吉林
m1727,长新街,长春,吉林
m1728,车轮厂,长春,吉林
m1729,铁北,长春,吉林
m173,蚌埠,蚌埠,安徽
m1730,长通路,长春,吉林
m1731,东安,长春,吉林
m1732,团山,长春,吉林
m1733,兴业,长春,吉林
m1734,凯旋路,长春,吉林
m1735,群英,长春,吉林
m1736,柳影路,长春,吉林
m1737,西广场,长春,吉林
m1738,站前,长春,吉林
m1739,东广场,长春,吉林
m174,芜湖,芜湖,安徽
m1740,南广场,长春,吉林
m1741,胜利,长春,吉林
m1742,新发,长春,吉林
m1743,抚松路,长春,吉林
m1744,长久路,长春,吉林
m1745,翔运街,长春,吉林
m1746,新疆街,长春,吉林
m1747,锦水路,长春,吉林
m1748,延安大路,长春,吉林
m1749,泰来街,长春,吉林
m175,淮南,淮南,安徽
m1750,东朝阳路,长春,吉林
m1751,安达街,长春,吉林
m1752,中医学院,长春,吉林
m1753,万宝街,长春,吉林
m1754,大兴路,长春,吉林
m1755,长庆街,长春,吉林
m1756,东北师大,长春,吉林
m1757,建工学院,长春,吉林
m1758,工学院,长春,吉林
m1759,西三道街,长春,吉林
m176,马鞍山,马鞍山,安徽
m1760,西朝阳路,长春,吉林
m1761,建设广场,长春,吉林
m1762,义和路,长春,吉林
m1763,同光路,长春,吉林
m1764,清华路,长春,吉林
m1765,西中华路,长春,吉林
m1766,长春理工大学,长春,吉林
m1767,康平街,长春,吉林
m1768,北安路,长春,吉林
m1769,开运街,长春,吉林
m177,安庆,安庆,安徽
m1770,前进大街,长春,吉林
m177088,金阳新区,贵阳,贵州
